institutioncode	publishingorgkey	key	endorsingNodeKey	title	description	language	email	phone	homepage	city	country	postalCode	latitude	longitude	numPublishedDatasets	created	modified	
UNISANTA	d07d294b-8ae1-48ab-94e2-f7caae47707d	d07d294b-8ae1-48ab-94e2-f7caae47707d	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Santa Cecília	A Universidade Santa Cecília tem por missão educar para o desenvolvimento da Região Metropolitana da Baixada Santista, através da formação de profissionais críticos e analíticos, da produção de conhecimentos e do comprometimento com a responsabilidade social.	eng			["http://www.unisanta.br"]	Santos	BR	11045-907			1	2015-06-02T07:46:13.396+0000	2015-06-02T07:46:13.396+0000	
LISC	fee3882f-5360-4f01-a1ca-767c48fa629c	fee3882f-5360-4f01-a1ca-767c48fa629c	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Centro Internacional de Agricultura Tropical (CIAT)	El Centro Internacional de Agricultura Tropical (CIAT) tiene como misión reducir el hambre y la pobreza y mejorar la salud humana en los trópicos mediante una investigación que aumente la eco-eficiencia de la agricultura. El CIAT tiene una responsabilidad mundial el mejoramiento de dos cultivos alimenticios de primera necesidad, la yuca y el fríjol, al igual que los forrajes tropicales para la ganadería. En América Latina y el Caribe, también lleva a cabo investigación sobre arroz. Dentro de varios grupos de alimentos y de una amplia franja de la biodiversidad agrícola mundial, estos cultivos son de vital importancia para la seguridad alimentaria y nutricional del planeta. Los científicos del CIAT trabajan en América Latina y el Caribe así como en 28 países de �?frica y 5 de Asia Suroriental. El Centro tiene su sede principal cerca a Cali, Colombia, con oficinas regionales en Nairobi, Kenia, y Hanti, Vietnam.   	spa			["http://ciat.cgiar.org/"]	Santiago de Cali	CO				3	2013-06-24T09:46:22.000+0000	2013-06-24T09:46:22.000+0000	
Aeroe municipality	8e1a7b73-e746-4d20-a0ba-e647ce0f9784	8e1a7b73-e746-4d20-a0ba-e647ce0f9784	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	Department of Bioscience, Aarhus University		eng			["http://bios.au.dk/en/"]		DK				5	2012-11-09T11:11:10.000+0000	2012-11-09T11:11:10.000+0000	
MBM	ab5c0b99-5af3-4958-b03c-0b7e85481cc1	ab5c0b99-5af3-4958-b03c-0b7e85481cc1	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Museu Botânico Municipal	Fundado em 16 de junho de 1965, o Museu Botânico Municipal (MBM) é administrado pelo Departamento de Produção Vegetal da Secretaria Municipal do Meio Ambiente. Localizado desde 1992 no Jardim Botânico Municipal de Curitiba, teve sua origem a partir da coleção particular de 18 mil exsicatas (plantas secas, tratadas e fixadas em cartolina, identificadas e preservadas) doada ao Município pelo botânico curitibano Dr. Honoris Causa Gerdt Guenther Hatschbach. Tem por objetivo ser fonte de pesquisa científica e de divulgação da flora brasileira, e para tanto, mantém um herbário com aproximadamente 400 mil exsicatas do Brasil e exterior. O Museu Botânico Municipal possui um alojamento para pesquisadores, utilizável mediante reserva antecipada. Os pesquisadores do Museu Botânico Municipal ministram cursos e palestras para grupos específicos sobre assuntos relacionados à Botânica, conforme programação.  Em anexo, o Salão de Exposições, com auditório com capacidade para até 50 pessoas, é um espaço disponível para a divulgação dos mais diversos trabalhos artísticos ou científicos relacionados ao meio ambiente e a reserva para sua utilização pode ser solicitada junto à administração do Jardim Botânico.	eng			["http://www.curitiba.pr.gov.br/conteudo/museu-botanico-smma/340"]	Curitiba	BR	80001-970			6	2015-06-11T14:46:39.708+0000	2015-06-11T14:47:16.093+0000	
UTFPR	cc8ec135-6ade-4a8e-8b31-475dc1d3c433	cc8ec135-6ade-4a8e-8b31-475dc1d3c433	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Tecnológica Federal do Paraná - Campus Dois Vizinhos	A coleção DVPR apresenta material principalmente de remanescentes florestais da região sudoeste do Paraná, área de ecótono de Floresta Estacional Semidecidual e Floresta Ombrófila Mista. O enfoque principal são espécies arbóreas de angiospermas, porém também existem registros de outras formas de vida, outros grupos de plantas, e também de espécimes do Reino Fungi. O herbário é recente e encontra-se em expansão da sua coleção.	por	["danielaaestevan@utfpr.edu.br"]	["+55 46 3536-8900"]	["http://www.utfpr.edu.br/doisvizinhos"]	Dois Vizinhos	BR	85660-000	-25.69451	-53.0995	1	2015-05-21T09:13:00.286+0000	2015-05-21T13:06:14.884+0000	
UNESC	2ccb1a0b-1194-4acf-9921-b5daad99cbb8	2ccb1a0b-1194-4acf-9921-b5daad99cbb8	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade do Extremo Sul Catarinense	A Universidade do Extremo Sul Catarinense (UNESC), sediada em Criciúma, Santa Catarina, é uma Instituição Comunitária de Educação Superior. A portaria do MEC (Ministério de Educação) n. 635, de 30/10/2014, que regulamente essa qualificação, saiu no Diário Oficial do dia 31 de outubro de 2014. A publicação oficializa o reconhecimento pelos anos de trabalho voltados ao Ensino, Pesquisa e Extensão e ao comprometimento da Universidade com a comunidade.	eng			["http://www.unesc.net"]	Criciúma	BR	88806-000			1	2015-06-07T18:35:17.147+0000	2015-06-11T08:59:04.582+0000	
Derbyshire Wildlife Trust	d0dae68a-84f9-4acd-9aed-3e1ebc6e9ac5	d0dae68a-84f9-4acd-9aed-3e1ebc6e9ac5	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Derbyshire Wildlife Trust		eng	["enquiries@derbyshirewt.co.uk"]	["01773 881188"]	["http://www.derbyshirewildlifetrust.org.uk/"]	Middleton, Matlock,	GB	DE4 4LR	53.09639	-1.58422	3	2017-05-09T13:51:04.188+0000	2017-11-16T08:10:32.073+0000	
Scottish Natural Heritage	98ba8467-5081-4d15-b168-32d893e18b76	98ba8467-5081-4d15-b168-32d893e18b76	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Scottish Natural Heritage	Scotland's natural heritage is its wildlife, habitats, landscapes and natural beauty. Scotland is renowned for its attractive scenery and wild places and has a huge diversity of landscapes, habitats and wildlife. These are part of what makes Scotland special and are among the country's greatest assets.   Scottish Natural Heritage is funded by the Scottish Government. Our purpose is to:   • promote, care for, and improve our natural heritage   • help people enjoy nature responsibly   • enable greater understanding and awareness of nature   • promote the sustainable use of Scotland's natural heritage  All of our work supports our mission: All of nature for all of Scotland.    For general enquiries, we have a web enquiry form www.snh.gov.uk/contact-us/online-enquiries-service	eng	[null]	["01463 725000"]	["http://www.snh.gov.uk"]	INVERNESS	GB	IV3 8NW	57.4657	-4.27154	33	2017-02-09T14:58:24.080+0000	2017-11-16T08:11:56.466+0000	
Scottish Wildlife Trust	d98506d8-5ab1-4a26-9ef1-766bdb54304f	d98506d8-5ab1-4a26-9ef1-766bdb54304f	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Scottish Wildlife Trust	Working towards a network of healthy, resilient ecosystems supporting expanding communities of native species across Scotland.    Scottish Wildlife Trust manages around 120 reserves covering some 20,000 hectares, spread across Scotland and ranging from remote islands to disused railways. They include a small city centre garden, herb-rich meadows, raised bogs, native woods, sea-cliffs, inter-tidal mud flats, and a mountain top. Threatened species which find a refuge there include: red squirrel, water vole, roseate tern and freshwater pearl mussel.  We are funded through a variety of different means but our main source is the 40,000+ membership subscriptions. We benefit from over 100 dedicated staff and an army of 700 volunteers who are indispensable in our efforts to protect Scotland's wildlife.	eng	["datarequests@scottishwildlifetrust.org.uk"]	[null]	["http://scottishwildlifetrust.org.uk"]	Edinburgh	GB	EH6 6NF	55.9778	-3.17716	9	2016-11-15T15:46:05.332+0000	2017-11-16T08:12:38.902+0000	
Seasearch/Marine Conservation Society	5d662340-07fa-41b7-a3fc-e2e63ca50800	5d662340-07fa-41b7-a3fc-e2e63ca50800	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Seasearch		eng	[null]	[null]	["http://www.seasearch.org.uk/"]	Ross-on-Wye	GB	HR9 7NS	51.92864	-2.56847	8	2016-11-15T15:46:05.933+0000	2017-11-16T08:10:46.643+0000	
Staffordshire Ecological Record	3b915c8a-ffa8-4e80-b270-f13beacd66ec	3b915c8a-ffa8-4e80-b270-f13beacd66ec	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Staffordshire Ecological Record		eng	["info@staffs-ecology.org.uk"]	["01889 880100"]	["http://www.staffs-ecology.org.uk/html2015/index.php?title=Main_Page"]	Stafford	GB	ST17 0WT	52.77941	-1.96511	6	2017-05-09T14:15:13.329+0000	2017-11-16T08:10:38.967+0000	
Shire Group of Internal Drainage Boards	e5986bea-684d-47fe-a0be-098a7dbf826e	e5986bea-684d-47fe-a0be-098a7dbf826e	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Shire Group of Internal Drainage Boards		eng	["info@shiregroup-idbs.gov.uk"]	["01302 33 77 98"]	["https://www.shiregroup-idbs.gov.uk/"]	Redhouse Interchange	GB	DN6 7FE	53.57478	-1.20722	1	2017-05-09T14:14:00.913+0000	2017-11-16T08:10:04.730+0000	
Suffolk Biodiversity Information Service	f0edcf5c-2a34-4a6b-b9bb-44d52ed50f7a	f0edcf5c-2a34-4a6b-b9bb-44d52ed50f7a	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Suffolk Biodiversity Information Service	The Suffolk Biodiversity Information Service is the One-Stop-Shop for biological information in Suffolk.     We collate, manage and mobilise species and site information for the benefit of Suffolk’s wildlife. Suffolk has many expert and amateur naturalists who share an ever-expanding database of species records for conservation, research and education.     We operate the standard suite of record centre functions including storing and management of site and species records, mapping habitats and data searches.     We maintain the dataset of non-statutory wildlife sites (CWS). The Service is hosted by Suffolk County Council and based in Ipswich Museum, where natural history has a long heritage. The service incorporates the work formerly undertaken by Suffolk Biodiversity Partnership.	eng	["martin.sanford@suffolk.gov.uk"]	["01473 433547"]	["http://www.suffolkbis.org.uk/"]	Suffolk	GB	IP1 3QH	52.0609	1.15102	1	2016-11-15T15:46:06.842+0000	2017-11-16T08:07:24.346+0000	
UFSJ	3f41d988-faf2-4a9f-811e-8dac728c05d4	3f41d988-faf2-4a9f-811e-8dac728c05d4	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de São João del-Rei	A Universidade Federal de São João del-Rei (UFSJ) foi instituída em 19 de abril de 2002. A UFSJ é pessoa jurídica de direito público, com financiamento pelo Poder Público, vinculada ao Ministério da Educação, que tem sede e foro na cidade de São João del-Rei, e possui unidades educacionais em Divinópolis, na região do Alto Paraopeba e em Sete Lagoas, todas no Estado de Minas Gerais.	eng			["http://www.ufsj.edu.br"]	São João del-Rei	BR				1	2015-05-26T08:27:16.597+0000	2015-05-26T08:27:16.597+0000	
PNFM	a22bfc81-4a56-411f-9a83-860e28e22374	a22bfc81-4a56-411f-9a83-860e28e22374	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Parque da Ciência Newton Freire Maia	O Parque da Ciência Newton Freire Maia é em um centro interativo de divulgação científica e tecnológica vinculado à Secretaria de Estado da Educação do Paraná, com o objetivo de promover a compreensão pública do conhecimento onde Ciência, Tecnologia, Arte e Cultura integram-se em um cenário propício a reflexões e descobertas.	eng			["http://www.parquedaciencia.pr.gov.br"]	Pinhais	BR	83327-000			1	2015-05-26T12:57:03.871+0000	2015-05-26T12:57:03.871+0000	
Comiss?o Executiva do Plano da Lavoura Cacaueira (CEPLAC)	c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450	c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Comissão Executiva do Plano da Lavoura Cacaueira – Centro de Pesquisas do Cacau	A missão da CEPLAC é promover a competitividade e sustentabilidade dos segmentos agropecuário, agroflorestal e agroindustrial para o desenvolvimento das regiões produtoras de cacau, tendo o cliente como parceiro. Comissão Executiva do Plano da Lavoura Cacaueira - CEPLAC, órgão do Ministério da Agricultura, Pecuária e Abastecimento, atua em seis estados do Brasil: Bahia, Espírito Santo, Pará, Amazonas, Rondônia e Mato Grosso. Criada em 20 de fevereiro de 1957, época em que a economia cacaueira atravessava uma grave crise, teve sua atuação, nos seus primórdios, centrada basicamente no apoio à cacauicultura. Desde a sua criação, a CEPLAC desenvolve atividades de pesquisa e extensão rural. e ensino agrícola. A prioridade atual consiste na recuperação da economia regional, com ênfase para o combate à "vassoura-de-bruxa"; promoção da diversificação da atividade agropecuária, com apoio à implantação de agroindústrias e plantio e/ou expansão de novos cultivos; e, implementação de ações voltadas para a conservação ambiental, através de parcerias com organizações públicas e não governamentais, visando o desenvolvimento agroeconômico sustentável e preservação dos fragmentos florestais remanescentes, por estar inserida em dois dos mais estratégicos ecossistemas do Brasil - a Mata Atlântica e a Floresta Amazônica. O Herbário Cepec-Fungi contem macro e micro fungos originários, em sua maioria, da Mata Atlântica do Sul da Bahia e de áreas cultivadas adjacentes.	eng			["http://www.ceplac.gov.br"]	Ilhéus	BR	45600-970			2	2015-05-28T11:47:56.599+0000	2015-05-28T11:47:56.599+0000	
Universidade Federal do Par? (UFPA)	b28ab834-c560-487d-a58d-87d53da98f1a	b28ab834-c560-487d-a58d-87d53da98f1a	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Instituto de Estudos Costeiros ( IECOS )	The Institute of Coastal Studies (In Portuguese, Instituto de Estudos Costeiros, IECOS) of the Federal University of Pará (Universidade Federal do Pará, UFPA), located in the University Campus of Bragança (State of Pará, Brazil), is comprised of the faculties of Fisheries Engineering (FEPESCA), Natural Sciences (FACIN) and Biological Sciences (FBIO), and by the Postgraduate Program in Environmental Biology (PPBA). Teaching staff includes 46 full-time lecturers: 39 PhD, 06 MSc. and one specialist.  The Faculty of Fisheries Engineering provides professionals with the skills to promote the sustainable development of the fishery sector through the culture, capture, processing and industrialization of aquatic organisms.  The Faculty of Biological Sciences offers two undergraduate courses in Biological··and Natural Sciences. Although both courses offer teaching training, the Biology graduate receives a great deal of experience in research and in environmental and technological projects. As the Institute is located near the coast, the course has a strong bias towards coastal biology and research in the field.  The Postgraduate Program in Environmental Biology (M.Sc. and Ph.D. degrees) is an interdisciplinary course that trains professionals to develop integrated research on the dynamics of Amazonian coastal ecosystems.	eng			["http://www.ufpa.br/iecos/"]	Bragança	BR	68600-000			1	2015-06-02T12:39:56.827+0000	2015-06-02T12:39:56.827+0000	
PUCRS	e6c2fab8-8716-48b8-ae62-dacbc73b35b5	e6c2fab8-8716-48b8-ae62-dacbc73b35b5	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Pontifícia Universidade Católica do Rio Grande do Sul	A Pontifícia Universidade Católica do Rio Grande do Sul é uma instituição de ensino superior, de pesquisa e de extensão, constituída por um conjunto de unidades (faculdades, institutos, etc.), que promove a formação profissional e científica de pessoal de nível superior, a realização de pesquisa teórica e prática nas principais áreas do saber, o armazenamento e a divulgação de seus resultados e a promoção de atividades de extensão.	eng			["http://www.pucrs.br"]	Porto Alegre	BR	90619-900			1	2015-06-02T08:17:27.317+0000	2015-06-02T08:17:27.317+0000	
UFU	9610290b-e0ea-439b-b726-ba11bcecfb86	9610290b-e0ea-439b-b726-ba11bcecfb86	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de Uberlândia	A Universidade Federal de Uberlândia inicia-se nos anos de 1950, ocasião em que a cidade inicia o ensino superior com a chegada de cursos de graduação isolados ou de faculdades isoladas, cujas entidades mantenedoras eram famílias, instituições religiosas e comunitárias. Foram instituídos: o curso de Música (1957), a Faculdade de Direito (1959), a Faculdade de Filosofia, Ciências e Letras (1960), a Faculdade de Ciências Econômicas (1963), a Faculdade Federal de Engenharia, esta pública (criada por lei em 1961 (com início em 1965), e a Escola de Medicina (com início  em 1968). Posteriormente decidiu-se que seriam integradas à Universidade de Uberlândia as 5 escolas existentes e a Escola de Medicina. Em 14 de agosto de 1969, pelo Decreto-Lei n.º 762, foi criada a Universidade de Uberlândia (UnU). A ação seguinte rumo à federalização foi a adaptação do estatuto da UnU à Reforma Universitária de 1968 (Lei n.º 5.540), que resultou na criação de departamentos e centros de áreas em substituição às escolas e faculdades. Finalmente, em 24 de maio de 1978, foi sancionada a Lei n.º 6.532, que transformava a UnU em Fundação Universidade Federal de Uberlândia. O projeto de federalização da UFU passou a consolidar a nova organização em departamentos e 3 Centros: Ciências Exatas e Tecnológicas (CETEC); Ciências Humanas, Letras e Artes (CEHAR); e Ciências Biomédicas (CEBIM). Nos anos de 1980, a UFU passou a ser uma referência regional em excelência educacional. A aprovação, em 1998, do novo Estatuto e, em 1999, do Regimento Geral alterou a organização e a dinâmica de funcionamento institucional, especialmente pela criação de Unidades Acadêmicas. No início de 2013 são 32 unidades acadêmicas com 68 cursos de graduação, 37 programas de pós graduação que oferecem 33 cursos de mestrado acadêmico, 04 cursos de mestrado profissional e 19 cursos de doutorado,atuando em diversos campi, distribuídos nas cidades de Uberlândia, Ituiutaba, Patos de Minas e Monte Carmelo.	eng			["http://www.ufu.br"]	Uberlândia	BR	38408-100			1	2015-06-02T13:02:54.926+0000	2015-06-02T13:02:54.926+0000	
UFV	fe647d6c-1c4b-441b-b93b-d310d074b227	fe647d6c-1c4b-441b-b93b-d310d074b227	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Universidade Federal de Viçosa	A Universidade Federal de Viçosa ( UFV) é uma universidade pública localizada no município de Viçosa, estado de Minas Gerais, Brasil. A universidade iniciou suas atividades, em 1922, como Escola Superior de Agricultura e Veterinária, mas as aulas somente iniciaram em 1927. Atualmente oferece 68 cursos de graduação e 43 programas de pós-graduação, distribuídos em três Campi localizados nos municípios de Viçosa, Florestal e Rio Paranaíba, todos em Minas Gerais. A universidade também abriga uma escola de ensino médio, o COLUNI; uma escola estadual de ensino fundamental e médio, o Effie Rolfs; um Laboratório de Desenvolvimento Humano ( crianças de 4-6 anos) e uma Creche (crianças de 3 meses a 6 anos). Tradicionalmente, a área de Ciências Agrárias é a mais desenvolvida na UFV, mas nos últimos 10 anos a instituição assumiu um caráter mais eclético, expandindo em outras áreas do conhecimento tais como  as Ciências Biológicas e da Saúde, Ciências Exatas e Tecnológicas e Humanidades, Letras e Artes. O Herbário VIC é uma das quatro coleções biológicas existentes na UFV. Hoje apresenta cerca de 50mil exemplares de fungos e plantas e 120 tipos nomenclaturais. Sua coleção  está constituída por materiais históricos coletados por Agnes Chase, Howard S. Irwin e J.G, Kuhlmann mas a maioria é de materiais recentes provenientes de Floresta Atlântica, Cerrado e Caatinga.	eng			["http://www.ufv.br"]	Viçosa	BR	36570-900	-20.76444	-42.86825	1	2015-06-02T07:37:40.426+0000	2015-06-08T11:46:14.760+0000	
CDMB	7a079928-aee9-418a-b083-6152d01c78d6	7a079928-aee9-418a-b083-6152d01c78d6	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Corporación Autónoma Regional Para la Defensa de la Meseta de Bucaramanga	“La Corporación autónoma regional para la Defensa de la Meseta de Bucaramanga, tiene por objeto la ejecución de las políticas, planes, programas y proyectos sobre medio ambiente y recursos naturales renovables, así como dar cumplida y oportuna aplicación a las disposiciones legales vigentes sobre su disposición, administración, manejo y aprovechamiento, conforme a las regulaciones, pautas y directrices expedidas por el Ministerio de Ambiente, Vivienda y Desarrollo Territorial.�?	spa			["http://www.cdmb.gov.co"]	Floridablanca	CO				2	2013-05-13T09:40:46.000+0000	2013-05-28T14:31:44.000+0000	
Instituto Amaz?nico de Investigaciones Cient?ficas SINCHI	9d77fdeb-100f-4b29-98ad-4effdd824457	9d77fdeb-100f-4b29-98ad-4effdd824457	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Instituto Amazónico de Investigaciones Científicas Sinchi	Entidad de investigación científica y tecnológica de alto nivel, comprometida con la generación de conocimiento, la innovación y transferencia tecnológica y la difusión de información sobre la realidad biológica, social y ecológica de la región Amazónica, satisfaciendo oportunamente las necesidades y expectativas de las comunidades de la región, para lo cual contamos con talento humano comprometido.  	spa			["http://www.sinchi.org.co/"]	Bogotá	CO		-4.20611	-69.94331	2	2012-12-14T14:48:51.000+0000	2013-03-11T09:13:28.000+0000	
UPNA	fbcad409-9d05-41d7-a869-1ddcab51e091	fbcad409-9d05-41d7-a869-1ddcab51e091	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	University of Navarre Herbarium Service, Dept. of Natural Environment Sciences, University of Navarre		eng	["javier.peralta@unavarra.es"]	["+34-948169825"]		Navarra	ES	31006			1	2013-07-11T09:53:56.000+0000	2017-11-29T14:10:25.740+0000	
HUAL	c1564d80-1b9d-471c-b84d-8d5dd2efbf0a	c1564d80-1b9d-471c-b84d-8d5dd2efbf0a	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Dept. of Vegetal Biology and Ecology, Faculty of Experimental Science, University of Almeria		eng	["egimenez@ual.es"]	["+34950015946"]		Almería	ES	04120			1	2013-07-09T15:18:38.000+0000	2013-07-09T15:18:38.000+0000	
MO	90fd6680-349f-11d8-aa2d-b8a03c50a862	90fd6680-349f-11d8-aa2d-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	Missouri Botanical Garden	http://www.mobot.org	eng			["http://www.mobot.org"]		US				1	2010-05-03T22:02:00.000+0000	2015-11-12T15:59:01.305+0000	
Empresa Brasileira de Pesquisa Agropecu?ria (EMBRAPA)	aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f	aa3e4a95-dc4c-45fa-9c0a-cecad3a1511f	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Embrapa Pantanal	Empresa Brasileira de Pesquisas Agropecuárias	por	["cpap.herbario@embrapa.br"]	["+55 (67) 3234-5906"]	["https://www.embrapa.br/pantanal"]	Corumbá	BR	79320-900			1	2015-05-11T10:22:26.206+0000	2015-05-11T10:22:26.206+0000	
FZB-BH	9ac2b49d-da08-49a7-a7ae-c2a0460fcf96	9ac2b49d-da08-49a7-a7ae-c2a0460fcf96	cdc9736d-5ff7-4ece-9959-3c744360cdb3	Fundação Zoo-Botânica de Belo Horizonte/Jardim Botânico	Criada pela lei municipal 5.904/91, a Fundação Zoo-Botânica de Belo Horizonte (FZB-BH) é um órgão da administração indireta da Prefeitura de Belo Horizonte. Cerca de 400 funcionários colaboram para a missão de “contribuir para a conservação da natureza realizando ações de educação, pesquisa e lazer, que sensiblizem as pessoas para o respeito à vida�?. Está localizada na região da Pampulha, área de elevado valor cultural para a capital mineira. Seu prédio sede, juntamente com o portal de entrada, são obras de Oscar Niemeyer, tombadas pelo IPHAN e pelo IEPHA.  É considerada um museu de referência em botânica e zoologia a nível nacional, colaborando na criação de políticas públicas, no desenvolvimento de programas educativos e de pesquisas. Seus propósitos estão em sintonia com as redes nacionais e internacionais de jardins botânicos e zoológicos, bem como, a Convenção da Biodiversidade, priorizando estudos e ações voltados para a conservação da natureza, com destaque para a espécies endêmicas e/ou ameaçadas de extinção.   É a segunda maior área verde pública de Belo Horizonte e recebe anualmente mais de um milhão de pessoas. Ocupa uma área total de 175 hectares. Destes, 65 ha constituem uma reserva natural onde predomina o cerrado. Encontra-se instalado na FZB, o Aquário de Peixes da Bacia do Rio São Francisco aberto ao público.   Possui em seu acervo coleções especiais, de alto valor cultural e biológico, representativas da flora e fauna nativas e exóticas: aráceas, suculentas, orquídeas, bromélias, plantas aquáticas, pteridófitas, campo rupestre, herbário, ervanário, coleção carpológica, mamíferos, répteis e aves. Investe na reprodução de espécies ameaçadas, com significativos resultados. Através de uma política de conservação, desenvolve ações de incentivo ao uso sustentável das plantas e da produção de espécies com potencial de uso.	eng			["http://www.pbh.gov.br/fundacaozoobotanica"]	Belo Horizonte	BR	31365-450			1	2015-05-19T08:41:54.956+0000	2015-05-19T08:41:54.956+0000	
Hertfordshire Natural History Society Flora Group	5debe5a5-5af6-4790-8fee-1a0eeabc5b62	5debe5a5-5af6-4790-8fee-1a0eeabc5b62	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Hertfordshire Natural History Society Flora Group		eng	[null]	[null]	["http://www.hnhs.org/herts-flora-group/home"]		GB				1	2017-05-09T13:57:16.816+0000	2017-11-16T08:08:18.288+0000	
Gloucestershire Centre for Environmental Records	8a47a08f-9789-4aad-862e-1c9ac401da10	8a47a08f-9789-4aad-862e-1c9ac401da10	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Gloucestershire Centre for Environmental Records	We work with wildlife enthusiasts to collate information about Gloucestershire’s natural environment, providing vital evidence for monitoring, interpretation and conservation.	eng	["gcer@gloucestershirewildlifetrust.co.uk"]	[null]	["http://www.gcer.co.uk/"]	Reservoir Road Gloucester	GB	GL4 6SX	51.84076	-2.23745	1	2017-05-09T13:55:33.752+0000	2017-11-16T08:07:56.934+0000	
Biodiversity Information Service for Powys and Brecon Beacons National Park	834a1d9d-b66f-4694-9475-e9cb656294a1	834a1d9d-b66f-4694-9475-e9cb656294a1	d897a5b9-35ee-4232-94bd-b0bcaac003c2	BIS for Powys & Brecon Beacons National Park	BIS provides a means to ensure that the best possible use is made of local wildlife records for its protection.	eng	["info@bis.org.uk"]	["01874 610881"]	["http://www.bis.org.uk/"]	Brecon	GB	LD3 7LB	51.41267	-3.26702	6	2017-05-09T13:20:12.671+0000	2017-11-20T12:14:35.284+0000	
McGill University	182287da-fe0f-457f-ac06-2b8f4c7680fd	182287da-fe0f-457f-ac06-2b8f4c7680fd	8f83fc96-c966-4126-83f7-bf044dc49efa	McGill University		eng			["http://www.mcgill.ca"]	Ste. Anne de Bellevue	CA	H9X 3V9			3	2013-01-14T07:50:23.000+0000	2013-01-14T07:50:23.000+0000	
	96fbb73b-f951-4659-8f8b-fa60624a9c28	96fbb73b-f951-4659-8f8b-fa60624a9c28	fb11cfe1-ebc3-45af-9159-17d9fddbcdac	Université de Namur Département de Biologie	Collections botaniques	eng				NAMUR	BE	5000			1	2017-03-17T08:50:01.429+0000	2017-03-17T08:50:01.429+0000	
Artenfinder Rheinland-Pfalz	84a50274-bfbe-49aa-af23-29c3703126f9	84a50274-bfbe-49aa-af23-29c3703126f9	4f6826f2-4ff6-443d-b966-e6913bd24013	POLLICHIA – Verein für Naturforschung und Landespflege e.V.	POLLICHIA was founded 1840 as a scientific association named after the a physician and botanist Johann Adam Pollich. From the beginning the association has two aims: exploring the country and spreading the scientific knowledge. Nowadays, POLLICHIA is involved in nature conservation and  landscape preservation by advising administrative bodies, as well as actively acquiring important areas for conservation purposes.	deu	["kontakt@pollichia.de"]	["+49 (0) 63 21 / 92 17 75"]	["https://www.pollichia.de/"]	Neustadt	DE	67433			1	2014-10-01T10:41:21.330+0000	2017-10-05T09:15:44.397+0000	
KSTC	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd	9bcba4e4-a10d-4484-9c5e-36a059a0c9cd	8618c64a-93e0-4300-b546-7249e5148ed2	Emporia State University	The Department of Biological Sciences at Emporia State University maintains the Schmidt Museum of Natural History with both mounted specimens and prepared study skins of birds and mammals for use in such related courses as mammalogy, ornithology, and wildlife management and the ESU Herbarium with mounted specimens for use in such courses at plant taxonomy, trees and shrubs, and grasses.	eng			["http://www.emporia.edu/biosci/general-information/"]	Emporia	US	KS 66801	38.41441	-96.18114	3	2012-12-04T10:09:14.000+0000	2012-12-04T10:09:14.000+0000	
Natural England	598eb93d-a844-4289-8adb-0f8583dac91e	598eb93d-a844-4289-8adb-0f8583dac91e	d897a5b9-35ee-4232-94bd-b0bcaac003c2	Natural England	Sponsored by Defra, we help to protect England’s nature and landscapes for people to enjoy and for the services they provide	eng	[null]	["0300 060 3900"]	["https://www.gov.uk/government/organisations/natural-england"]	York	GB	YO1 7PX	53.96097	-1.07473	12	2017-05-09T14:04:39.943+0000	2017-11-16T08:11:59.438+0000	
